review_id,user_id,review_text,date,url_review
30,Ольга,"Опыт сразу негативный оказался. Сначала вежливо общение, потом возникли проблемы с доставкой письма на почту у, 2 дня никак не могли его прислать, в итоге в конце концов оно пришло, с указанием ссылки на ссайьют, в итоге сайта нет, на обучающую платформу куда пыталась зайти, там тоже пусто, а деньги взяли в первый же день, причём не малые 100 тыс. Теперь просто отписались, что передали якобы в фин отдел. Договора никакого не было. Будьте бдительны всегда.",22.04.2023,https://www.sravni.ru/shkola/talentsy/otzyvy/603499/
31,michaell80,"Не советую связываться с данной школой. Купил курс, но практически сразу понял, что он ни о чем. Так как сумма не маленькая, решил обратиться за возвратом денежный средств. Но что-либо возвращать мне отказались. После этого я решил обратиться к юристу, чтобы направить в адрес школы досудебную претензию, но ее проигнорировали. Оставлять это так я не буду, поэтому собираюсь обращаться в суд с помощью юриста, который занимается подобными делами с мошенниками. Знаю, что есть много людей, кто пострадал также, как и я. Если есть желание, то можем объединиться и подать иск как коллективный, так как это будет выгоднее и результативнее. Пишите в мой тг @alexxrodi.",22.04.2025,https://otzovik.com/review_17269110.html
32,Tatyana,"Проходила здесь обучение по гос. Программе «Цифровые профессии». Ранее я уже проходила курс «Графический дизайнер» в одной из онлайн-школ в Contented же я решила углубить свою специализацию и выбрала курс «UX/UI-дизайнер» . Сразу же после заполнения заявки на сайте онлайн-школы и прохождения условного тестирования со мной связался менеджер Артем, который не мог внятно ответить ни на один вопрос об организации образовательного процесса, но зато регулярно названивал мне с напоминанием произвести оплату, ибо «обучение вот-вот начнется, а одобренная заявка ни сегодня-завтра сгорит». Попахивало каким-то разводом, но собрав в интернете крохи информации из отзывов и прочих источников я с головой нырнула в эту авантюру. Вместо запланированных 10 месяцев обучение растянулась практически на год. Учеба мне давалась крайне тяжело, отнимала все свободное время, стала большим стресом и испытанием для меня. По моим подсчетам в неделю у меня уходило от 20 до 35 часов на обучение. При том, что даже с такими затратами я редко укладывалась в дедлайны и все время просила продлить мне сроки сдачи промежуточных работ. Отдать должное — платформа располагает такими возможностями и всегда шла навстречу, как бы сильно я не отставала. Из минусов сильнее всего меня расстроило отсутствие адекватной обртной связи. Все мои работы всегда оценивались на максимальный бал, что весьма странно. Здоровая критика пока еще никому не мешала, а узнать свои точки роста, на мой взгляд, гораздо полезнее, чем возомнить себя гением дизайна в самом начале пути. Из плюсов хочется указать, что учиться здесь можно, но нужно быть готовым, что образовательный процесс вам полностью нужно выстраивать самостоятельно: следить за соблюдением дедлайнов и выполнять условия договора со своей стороны, бегать за менторами в чатах, чтобы получить ответы на все интересующие вас вопросы, бесконечно гуглить искать дополнительную информацию и общаться сос лужбой тех. Поддержки, в случаях когда техническая часть платформы ртказывается функционировать (а это случай неединичный) . Но если вы действительно серьезно настроены на получение знаний и готовы идти до конца — дерзайте и у вас все получится)",10.04.2023,https://www.sravni.ru/shkola/contented/otzyvy/674914/
33,Анастасия,"Обман. Кредит вместо рассрочки. 24 Ноября 2022 года я заключила договор на обучение по программе «SMM специалист с нуля». Со мной связывался менеджер С. Он так настоятельно убеждал меня в покупке курса, отдельно подчеркивая, что для меня доступна рассрочка с отсрочкой платежа на 6 месяцев. Так как стоимость курса для меня была достаточно высокой, я конечно, согласилась на такие условия. Спустя месяц, зайдя в свой онлайн банк, я обнаружила, что на меня оформлен КРЕДИТ, а первый платеж был уже 23 декабря 2022 года. Далее как уже выяснилось по кредиту у меня каждый месяц списывались деньги с карты. К слову, на это я совсем не рассчитывала при покупке курса. 15 Мая 2023 года я решила прекратить спонсировать эту организацию и очень хотела поскорее расторгнуть с ними договор. Я также хотела ознакомиться с офертой, которая высылается обычно с покупкой курса, однако, тогда мне её никто не отправил. 13 Мая 2023 года я написала менеджеру, который оформлял мне покупку с просьбой предоставить мне мою оферту. 15 Мая 2023 года он отправил мне оферту, однако, к моему обучению она не имела никакого отношения. На мой вопрос «Зачем он скидывает мне абсолютно другой документ и вводит в заблуждение», менеджер ответил, что больше не работает в скилбокс… Далее я уже стала связываться на прямую со скилбокс. Я написала претензию им на почту, с просьбой расторгнуть со мной договор и отправит оферту. На следующий день мне позвонил менеджер, я попросила перезвонить мне через час, так как, находясь с маленьким ребенком не всегда есть возможность «быть на телефоне». Спустя 2 часа мне так никто и не перезвонил. Я стала звонить сама, на что каждый раз получал ответ: «передали информацию менеджеру и скоро он с вами свяжется», не уточнив при этом в какое время. Спустя несколько часов ожиданий, мне все-таки перезвонили. Девушка сразу же спросила причину моего отказа от их курса и всячески пыталась переубедить, предложив мне скидку на обучение в размере 15% (на что я сразу отказалась). Потом она вообще предложила попросту перепродать этот курс моему окружению. Я попросила возврата денег. Последний вариант, как раз и подразумевал возврат средств, однако совсем не в том объеме, который по закону требовала я. Расчет возвратных средств скилбокс ведет не от количества мною пройденного учебного материла онлайн курса (в моем случае 2% из 100%), а от количества дней, проведенных на платформе, со дня даты заключения договора до даты претензии отказа. При этом неважно заходила я на платформу или нет (хотя в оферте нигде не написано, что деньги берут за дни прохождения на платформе). Это противоречит закону о защите прав потребителей. В конце нашего разговора с менеджером, мы договорились, что она перезвонит мне на следующий день 17.05.2023 С 11/30 до 12/30 с ответом финансового отдела по сумме возврата денежных средств. На следующий день конечно никто мне даже не позвонил. Я снова написала письмо на почту с просьбой перезвонить мне сейчас или же связаться со мной по электронной почте. На что я получила ответ «Здравствуйте, Настя! Передали ваше обращение ответственному сотруднику. „ Спустя некоторое время мне все-таки позвонила та же девушка менеджер и ознакомила меня с суммой к возврату. Я не согласилась с этой суммой и попросила в письменном варианте отправить мне формулу расчета на электронную почту. После нашего разговора я получила письмо на почту, однако не с формулой расчета, а „дополнительное соглашение“ с просьбой подтвердить свое согласие на возврат. И в очередной раз мне опять пришлось писать на почту с просьбой наконец уже выслать мне формулу расчета возврата денег. В расчетном листе они пишут что их рассчет подтверждается актуальной судебной практикой, хотя это не так. В полном возврате средств мне естественно отказали",23.05.2023,https://www.sravni.ru/shkola/skillbox/otzyvy/610042/
34,azaytsev,"Я сам являюсь потребителем услуг данной школы + занимается мой сын подросток. Что в ""активе"": 1. не надо никуда ходить - экономия времени 2. не надо учебники, методические материалы и т. д. - все есть 3. Много преподавателей и легко выбрать расписание Что в ""минусе"": 1. Сам программная платформа (ученик и материалы) очень неудобна. Все устарело морально лет на 20. Надо вписывать слова в определенные ячейки (или выбирать из списка). Причем, именно так (буква-в-букву) как решили мифические составители данного ПО. Никаких синонимов, никакого отступления от раз и навсегда заложенного алгоритма. Описание задания также оставляет желать лучшего. Часто мне приходится хоть что-то вписать и сделать несколько неправильных ответов чтобы понять что вообще требовалось. Статистика Ваших успехов ведется только по принципу ответил / не ответил. Никакой статистики по незнанию каких-то тем и аспектов нет. Например, ответ был верный, но артикли Вы используете неправильно - значит надо изучать и повторять именно эту тему (это та фантастическая возможность, которая не реализована в 21 веке :) на чедесной платформе skyeng). Найти страницы с грамматикой весьма затруднительно - требуется 4 перехода по ссылкам. Собственный словарик можно только пополнять, а как от туда удалять неизвестно. Общее впечатление - недорогая поделка. 2. Преподавателей много, но это как раз тот случай когда количество не перешло в качество. У моего сына уже 4 преподаватель. И все равно я каждый раз повторяю свои просьбы по тому как я хотел бы видеть проведение занятий. 3. Много обещают, но не делают. У моего сына достаточный уровень и ему надо разговориться. Мне обещали что будет именно то что я прошу и занятие будет с учетом индивидуальных особенностей. Увы нет, все идет строго по устаревшей компьютерной программе. Ну и наконец ""вишенка на торт""! Буквально вчера получил ""гневную отповедь"" от преподавателя моего сына. Суть в том, что преподаватель получает за занятие только 220 рублей при цене одного занятия от 790 до 1190 рублей (в зависимости от пакета). Соответственно, как я понял, мне не стоит на что-то рассчитывать (никакого индивидуального подхода не будет), т. к. за такие деньги преподаватель не будет готовиться специально и делать что-то отдельно. Ну, справедливо! Что тут сказать? Это Вы, как покупатель, платите достойные деньги, которые проходят через ""горнила"" школы английского языка и превращаются в ""такие крохи"" за которые с Вами и занимаются чуть ли не из жалости. Т. е. будьте готовы к тому что Вы не будете разговаривать, а будете синхронно с преподавателем смотреть видео-ролики по 2-3 минуты и потом под присмотром вписывать слава в ячейки. И это будет проходить в оплаченное время занятия (хотя логично это дать домой и на уроке только разобрать ошибки). Как резюме. Это для Вас: 1. Вы взрослый 2. Ваш уровень невысок 3. У вас есть достаточно денег чтобы купить большой пакет и сэкономить 4. У Вас есть мотивация, которая перевесит все ""чудеса компьютерных технологий"" школы 5. У Вас мало времени и Вы не хотите его тратить Это не для Вас: 1. Вы (или Ваш ребенок) подросток 2. Ваш уровень языка выше среднего 3. Вы думаете что сможете здесь купить ""индивидуальный подход"" 4. Вы не готовы сразу покупать пакет из 64 занятий 5. Вы можете поискать еще что-то Сам я буду продолжать заниматься пока. Поэтому ставлю оценку ""3"" - использовать можно, но с определенными ограничениями. Жаль что хорошую идею убивают отечественные подходы и желание ""срубить в 3 конца"".",22.03.2019,https://otzovik.com/review_7926445.html
35,sibirrrr,"Начала заниматься в этой школе месяца три назад, после просмотра видеоролика на ютуб одного из блогеров. Она их очень советовала, вот я и решила стряхнуть пыль веков с моих знаний английской грамматики. Начну с ""+"" 1) вам не нужно никуда ходить-сидите дома за компьютером в пижамке и повышаете уровень владения английским языком 2) подберут вам учителя на удобное для вас время(хоть в 5 утра по московскому времени-кто знает, может вы жаворонок и вам не спиться и ах как хочется учиться!) 3) вы можете и сами выбрать себе учителя(у них имеется каталог преподавателей, о которых вы можете прочитать, а также послушать как они собственно сами говорят на английском) 4) у них и правда очень неплохая платформа для обучения-интерактивный класс, в котором преподаватель в реальном времени видит то, как вы выполняете задания. 5) есть домашнее задание(:-) 6) можете просматривать уже прошедшие уроки(задания, пометки и т. д) Продолжим ""-"" 1) Не все учителя сами так уж хорошо говорят по английски(имею ввиду произношение). У меня есть друзья иностранцы и ютуб англоязычный я тоже смотрю часто, так что судить о произношении моло-мальски могу. Одна была у меня на замену моего основного преподавателя(о божечки!!! такого жуткого произношения я давненько не слышала) 2) могут отменить занятие, предупредив вас минут за 15 до начала урока(был у меня прецедент). Хотя мы(ученики) должны предупреждать их(учителей) минимум за 8 часов. 3) цена 690 рублей за 50 минут может показаться кому-то довольно высокой(склонна согласиться) Итог: попробовать все-таки стоит, поскольку на любое ваше пожелание менеджеры skyeng реагируют очень оперативно( захотели сменить учителя и вжух у вас новый учитель). В общем и целом советую.",26.12.2016,https://otzovik.com/review_4267379.html
36,Евгения,"Осталась довольна материалом курса и поддержкой кураторов. Дают развернутые комментарии по практической работе, что помогает учитывать ошибки, которые ты допускаешь. Есть телеграм чаты, где ты можеш задать свои вопросы, и тебе ответят либо куратор, либо ученики курса. Материал хорошо проработан, без лишней воды, все четко и по делу. Радует наличие ссылок на доп. Материалы в описании видеоуроков. Из минусов отмечу только тайминг на защите, выделяется 10-15 минут, но если человек привышает это время — ему ничего не говорят, с одной стороны перебивать не правильно, а с другой стороны если тайминг заявлен — его нужно соблюдать, так как люди ориентируются на это и у них могут быть свои дела.",20.09.2023,https://www.sravni.ru/shkola/skillbox/otzyvy/666486/
37,Виена,"Добрый день, хочу поделиться впечатлениями о курсе «Методист образовательных программ» от Skillbox. Итак, по поводу курса, материалы записаны и поданы хорошо, есть обратная связь от куратора, что хорошо, когда есть вопросы и непонимания, также есть чат, где также куратор помогает и отвечает на вопросы. Могу отметить то, что курс достаточно содержательный, и даст некую «базу» для начала на пути работы в качестве методиста, но он не даст полной картины, не даст всех навыков, например общения с клиентами, поиска клиентов, избавления от синдрома самозванца и ТД. Как базу его использовать можно, но если Вы думаете, что сразу найдете себе работу и начнёте зарабатывать, то скорее нет, чем да. По поводу работы платформы: платформа удобная, но не имеет приложения, что минус, и не всегда удобно заниматься с компьютера. Когда отдел продаж связывается с клиентом (чтобы продать), они реагируют очень быстро, но когда появляются проблемы со связью случаются задержки, но что хочу отметить, все проблемы все равно решаются, команда Skillbox реагирует на обратную связь от участников обучения и пытаются улучшить качество своей работы.",16.12.2023,https://www.sravni.ru/shkola/skillbox/otzyvy/729585/
38,Мария,"Прошла обучение в Яндекс. Практикум на Инженера по тестированию. Осталась довольна. Школа даёт отличную теорию, самую выжимку без «воды», также школа даёт доп материалые для самостоятельного изучения. Проводят онлайн-вебинары, преподаватели помогают разобраться с трудностями. Преподаватели и наставник всегда на связи, без помощи не оставят, так же много студентов, которые делятся информацией. Яндекс Практикум это не только школа, но и комьюнити, в котором обязательно можно найти людей по интересам. От обучения не нужно ждать волшебную пилюлю, самостоятельно придётся учиться много, и мне кажется это обучения не закончится никогда, если вы хотите быть в IT сфере. Училась про программе ЦП со скидкой 75% и очень рада, что пошла учится, т к в начале было много сомнений и со стороны своего окружения было мало поддержки, т к никого нет из ИТ. И я очень рада, что окунулась в эту сферу и решила изменить свою жизнь, ведь профессия занимает большую часть нашей жизни.",03.08.2023,https://www.sravni.ru/shkola/yandeks-praktikum/otzyvy/593943/
39,MaritsiGutsik,"Меня зовут Наталья, я из Хельсинки. По профессии я маляр, но нутрициология давно была моим внутренним зовом. Академия помогла мне систематизировать знания, разобраться в ключевых аспектах нутрициологии и... Особенно ценно было понять, как подбирать рекомендации индивидуально, а не по шаблону. На платформе очень много лекции и я до сих пор всё не прослушала. После обучения Я стала увереннее. Раньше боялась даже говорить о здоровье, а теперь могу уверенно консультировать и доносить важные вещи простым языком. Обучение стало отправной точкой к новой профессии и новой версии себя.",22.04.2025,https://otzovik.com/review_17269094.html
40,Анастасия,"Осталось очень двоякое впечатление от обучения. курс я окончила полностью на UI/UX дизайне, однако едва ли я куда смогу устроиться с такими навыками. Ранее я пыталась учиться самостоятельно, но не хватало наставника, который говорит. Что правильно, а что нет. Теперь я могу опираться на информацию от курса — это несомненный плюс, но долго ли? Дело в том, что информация не особо новая, в некоторых блоках вообще года 2019-2020. Некоторые блоки на 80% состояли из ссылок на статьи. Помимо этого, проверка задания менторами также оставляет желать лучшего. Мои проверки занимали от силы 2 минуты, в основном проверялась только визуальная часть, а не техническая. Если вы хотите проверить работу подробнее, то нужно самостоятельно писать ментору и обращать на это внимание. Соответственно, к каждой работе наводящие на проверку вопросы не напишешь, и это занимает кучу времени. Завершением стала проверка дипломной работы: обзор большой работы, которую мы делали месяц тоже занял 2 минуты, и тоже были сделаны замечания только по визуальной части. Безусловными плюсами стали: постоянная поддержка менторов, координаторов, и команды support; есть очень классные спикеры, которые не только отлично объясняют материал, но и сами по себе очень классные личности, за которыми интересно и приятно следить. Также на курсе есть наставники, которые могут дать советы по адаптации, поделиться полезной информацией, и одним из них я стала:) Да, так можно и возможность была у каждого. Дальше можно пойти на ментора, или уже развиваться по профессии. Есть центр карьеры, который выкладывает вакансии к себе в телеграмм, а также есть дополнительный курс по профориентации. В общем, как видите, полно как и плюсов, как и минусов. Долго выбирала между оценкой 3 и 4, и остановилась на средней оценке. Далее будем учиться ещё самостоятельно, и искать работу)",11.06.2023,https://www.sravni.ru/shkola/contented/otzyvy/614611/
41,Олег,"Я учился во многих школах, но эта превзошла все ожидания. Материал подан четко и понятно, без лишней воды. Много практических заданий, которые помогают закрепить знания. Главное — это поддержка: кураторы всегда на связи, оперативно решают любые проблемы и помогают всем, чем могут. Особенно хочу отметить куратора Вячеслава Князева. Рекомендую всем, кто уже учился где-то и хочет получить что-то большее! »",19.02.2026,https://www.sravni.ru/shkola/skillbox/otzyvy/1083935/
42,Пользователь,"Закончил курс BI-аналитик. Если сухо и по факту оценка 3, с большой натяжкой. Плюсы: База знаний, которую предлагает курс не плохая; Достаточно 6-8 часов в неделю, для изучения. Из плюсов на этом все. Минусов гораздо больше. Минусы: На курсе нет ментора и наставника (хотя в описании курса об этом четко утверждается); Нет заявленного чата со студентами; Видио уроки устаревшие (2020,2021 годов), что усложняет процесс обучения. Так как многие платформы, типа BI сервиса и др, изменили свой интерфейс. Вы не можете пошагово следовать видиурокам, что критично для новичков; Возникали сложности с подключением к базе SQl, причину сотрудники устраняли 2 дня; Никто не оценивает выполненные кейсы. Соответственно и вопросы задать тоже некому. В целом организацией обучения не доволен. Если вы вообще не знакомы с данной программой, это будет неимоверно сложно.",06.01.2025,https://www.sravni.ru/shkola/skillfactory/otzyvy/962203/
43,prettyvalenok,"Искала сыну преподавателя по английскому, был неудачный опыт оффлайн школы и частных уроков. По совету брата (который готовился к работе в иностранной компании) попробовали Skyeng, где он учился сам около года (на тот момент). Сын учится на данный момент 9 мес. Я активно участвую: отслеживаю выполнение ДЗ и участие в олимпиадах, плотно общаюсь с учителем, поэтому знаю как систему так и учителя и результаты. Удивлена что есть в принципе негативные отзывы. Теперь по пунктам: Техподдержка отличная, отвечает очень быстро по скайпу или звонит, никаких нареканий. Сайт и приложения: довольно удобный приятный интерфейс, очень удобно выполнять дз любого вида. Есть приложение для изучения слов, синхронизируется с акком на ноуте. В этот словарь заносятся все непонятные слова из уроков и далее можно с удовольствием их повторять в игровой форме. Приложение с музыкой. Бесплатный разговорный клуб 5 дней в неделю для разного уровня знания языка (по 7-10 человек примерно). Вот это действительно очень круто. т. к. уже после 2-го урока сын начал более свободно разговаривать на английском, преодолел барьер. Далее есть сервис видео, где можно посмотреть кино и мультиками с субтитрами (за небольшую плату), можно выбрать видео по уровню. Возможно есть еще что-то, постоянно что-то дорабатывают и придумывают новое. Каждый год проводят международную олимпиаду, с ценными призами. Учитель: нам очень повезло. Почему нам? Потому что преподаватель старается подобрать наиболее интересные темы для ребенка, заинтересовать, влюбить в язык, но и плотно общается со мной, рассказывает что и как они делают, на что поднадавить, интересуется какие темы ему могли бы быть интересны, и тд я чувствую заинтересованность и хорошее отношение к ребенку. Слышу только положительные слова о моем сыне, хотя он ужасный лентяй. Более того не было ни одного пропущенного уроки или опоздания или еще какой-либо накладки. Учитель не только профессионал с точки зрения знания языка, но и отличный педагог и очень приятный отзывчивый человек. Результаты: еще год назад знания сына не смотря на 4 года учебы в школе и 1,5 доп. занятий были на уровне моего школьного (базовый, начальный уровень). В цифрах: весной была олимпиада и сын набрал около 22 балла из 100, сейчас идет осенняя олимпиада, набрал 48 баллов. И последнее: вам не нужно тратить время на дорогу (особенно если учится ребенок), не нужно думать как он дойдет, что они там учат, какая квалификация учителя, результаты сложно оценить. В skyeng все прозрачно, учеба полностью под контролем, ребенок дома в безопасности и уюте. Не знаю какие еще аргументы нужны )) Я сама хочу учится в Skyeng )))",19.10.2017,https://otzovik.com/review_5516503.html
44,Анатолий,"Где-то в интернете нашол онлайн школу Scillbox, очень уговарили обучатся именно у них, посмотрел в интернете Википедию вызвало не приятные чувства, что один из основателей погиб, ну да ладно мен что с того, попробовал пробных копирайтер полная х****нь грузят на все 300% столько прослушать чтобы потом печатать. Выбрал экономический курс не получалось еще расрочку оформить, но потом всё-таки как-то как обычно обещают золотые горы. Начал учится в первом же модуле при выполнении финальной работы возникла проблема нет формулы по которой надо расчитать именно в этой работе всё просмотрел в интернете нет спросил преподавателя он тоже нечего не объяснил правда прислал число вроде как по этому показателю. Второй модуль попался супер препод поэт Окуджава с МГУ начал понты развотить при этом ничего толком не обьяснья месяца 2 парил мозги в итоге поменяли еще 2 учителей мучителей кое-как модуль с итоговой готовы и зачтены. Потом вроде нормально в прямом смыле этого слова с жостким напоминанием что они Учителя, да идите. Остался последний модуль его я уже делаю месяца 4, через месяц примерно обучения на последнем модуле умер Батя было недо этого. Поменялись учетиля они в отпуск уходят теперь дошел до итоговой, но внутри не****ена ниче не открывается, они решает эти вопросы, но скоординировать не могут. Да еще задолбали моя бедную электронную почту, особенно надоедливый какой-то д****ак навязывающий свой ПУФОН, забанили просто всю почту своими и своих сторонников письмами. Расрочку платить оформил на 2 года, год прошол, не знаю насколько пройдет все дальше и обещаное трудойстройство наверное это ложь, от психа с синдромом учителя. А теперь непосредственно отзыв я сильно пожалел с тех пор когда пошел учится, они в интернете и как и раньше жулики в нашей стране не переведутся никогда, искренне желаю этой конторе сгореть.",19.09.2022,https://www.sravni.ru/shkola/skillbox/otzyvy/556946/
45,Мария,"Просто развод! Платишь деньги — получаешь курс. Все вроде так сладко описано, куча положительных отзывов . Но по факту совсем не так! Обучение начинается в 19-20 часов по Москве. То есть если часовой пояс мск+4 то учись ночью! Или сиди и смотри видео урок без возможности задавать вопросы. Скорость обучения такая, что невозможно работать и после работы проходить обучение! В итоге просмотрела 3 лекции и решила, что это только для часового пояса мск. Деньги конечно никто не вернул. Несколько раз обещали переносить курсы, чтоб я успевала просматривать лекции и перестали выходить на связь! Ни денег, ни обучения! Если не хотите потратить в пустую деньги, не советую категорически!",30.05.2023,https://www.sravni.ru/shkola/netologiya/otzyvy/611766/
46,Александр,"курс Специалист по Data Science от SkillFactory. Проучился на курсе 11 месяцев из 12, вынужден бросить, потому что глубина обучения не соответствует сложности предмета. Даются обзорные материалы, а все знания приходится самостоятельно искать в интернете. Плюсы курса: очень актуальная тема хорошие преподаватели Минусы курса: менторы игнорируют вопросы мессенджер Пачка не настроен (например, ментора вообще там нет и написать ему невозможно) координатор ничего не знает, что-то у кого-то уточняет, но вопросы не решает связи выше чтобы пожаловаться нет, стандартный ответ — пишите в саппорт платформа LMS работает медленно со сбоями, поиск по материалам отсутствует совсем, по хлебным крошкам переход в начало курса материалов откровенно мало, особенно по сложным темам, всё обзорно на ошибки не реагируют (например, в модуле Модуль 6. Комбинаторика и основы теории вероятностей была ошибка, про которую я написал, но мне все равно снизили баллы за правильный ответ) сложность домашних заданий не соответствует обзорному изучению библиотек Python для машинного обучения В итоге курс подходит тем, кто уже погружен в тему и хочет покрасоваться своими знаниями и завести знакомства через нетворкинг. Не рекомендую курс, если вы хотите получить новую для вас специальность, задать вопросы некому, помощи не ждите. И трудоустройства тоже, потому что джуны в этой теме никому не нужны. Я бы поставил оценку 3, потому что эрудицию в тематике машинного обучения курс хорошо поднимает. Но, с учетом накрученных положительных отзывов, придется ставить 1.",16.01.2024,https://www.sravni.ru/shkola/skillfactory/otzyvy/739643/
